text,label
there is a payment showing on my app that i didn't do. will you please cancel this payment and refund my money ?,direct_debit_payment_not_recognised
"i only made one transaction at this place, but it's appearing multiple times.",transaction_charged_twice
what countries can i use your services?,country_support
i have an incorrect charge and would like a refund.,request_refund
how to access my virtual card,getting_virtual_card
where is the top up verification code found?,verify_top_up
is my card denied anywhere?,card_acceptance
if i live outside of the uk am i still eligible for a card?,country_support
it is urgency. please freeze my card now. as someone in some odd remote town has withdrawn some money by using my card. as i did not withdraw any money.,cash_withdrawal_not_recognised
i am having problems with my contactless.,contactless_not_working
there is a direct debit payment on my account that i didn't authorize.,direct_debit_payment_not_recognised
how do i change my card pin?,change_pin
i have money in a foreign account that i want to send to this account.,transfer_into_account
help! in the app there is a direct debit that i don't remember.,direct_debit_payment_not_recognised
where can i find my pin? i haven't gotten it yet.,get_physical_card
what method do you use for the exchange rate?,exchange_rate
who do i talk to for transactions debited twice?,transaction_charged_twice
"my card couldn't complete a transfer, why?",failed_transfer
is it possible for me to give my daughter a second card for this account?,getting_spare_card
what atms will allow me to change my pin?,change_pin
there was an extra fee when i paid with the card.,card_payment_fee_charged
where did this extra 1 fee on my statement come from?,extra_charge_on_statement
i lost my wallet and all my cards were in it.,lost_or_stolen_card
how can i change my pin without going to the bank?,change_pin
how can i update my personal information after moving?,edit_personal_details
do you know why my card payment has been declined?,declined_card_payment
what about my children?,age_limit
can i use this all over the world?,country_support
i topped up my account but the app failed to process it.,top_up_failed
"please, i need your help as to whether or not you have money for a large refunded purchase i made. i requested it some time ago from the seller, but nothing is showing up.",Refund_not_showing_up
how do i topup my card with a cheque?,top_up_by_cash_or_cheque
how come i got blocked for entering wrong pins?,pin_blocked
will i be charged for topping up by transfer?,top_up_by_bank_transfer_charge
where do i go to add a new card?,card_linking
what are the reasons i have to proof my identity to you?,why_verify_identity
my money is back in my account after a seller contacted me stating they never received payment. i am positive it was deducted out of my account. please get this sorted out right away.,reverted_card_payment?
how many times can i auto topup?,automatic_top_up
i need mastercard as well as visa,visa_or_mastercard
why would a cash withdrawal be pending?,pending_cash_withdrawal
"i tried to get some withdrawls but the machine didn't work. the transaction still seems in progress.seems like something is wrong,i don't want to be charged for transaction i did not make.",pending_cash_withdrawal
when i topped up the app reverted it.,top_up_reverted
how is an exchange rate calculated?,exchange_rate
why do i see a random withdrawal in my app?,cash_withdrawal_not_recognised
what do i do if i believe to be a victim of credit card fraud?,compromised_card
what is the process for activating my new card?,activate_my_card
why is my payment in pending status?,pending_card_payment
"if i want to add funds to the account using american express, how do i do that?",supported_cards_and_currencies
what steps do i do to get a real card,order_physical_card
what kind of atms would this card be accepted at?,atm_support
i am unable to prove my identity,unable_to_verify_identity
can i see money source?,verify_source_of_funds
i was getting some cash out of the atm but it cancelled on me without warning.,declined_cash_withdrawal
i ordered a card and would like to know how to track the delivery progress of it.,card_arrival
tell me what atms allow me to change my pin.,change_pin
how long will it take for me to get my card?,card_arrival
rates were applied wrong while using foreign currency at an atm.,wrong_exchange_rate_for_cash_withdrawal
there is money in my account that i didnt put there,cash_withdrawal_not_recognised
the exchange rate was wrong?,wrong_exchange_rate_for_cash_withdrawal
i need to make several disposable cards per day.,disposable_card_limits
can i have a friend send money directly to me?,receiving_money
how do i receive a disposable virtual card?,get_disposable_virtual_card
is it possible to refund an item?,request_refund
there are a couple of payments with my card shown in the app that i really didn't make myself. why is it happened?,card_payment_not_recognised
why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement
i do not recognize a direct debit payment that i see on my app,direct_debit_payment_not_recognised
why did my topup not get approved this time?,top_up_reverted
could you please freeze my card immediately?,lost_or_stolen_card
please help me figure out the reason for the odd withdrawal amount from my account?,cash_withdrawal_not_recognised
i tried to transfer money to a receiver and they didn't get the right amount. what is going on and who do i contact to help me?,transfer_fee_charged
im not sure why im being charged an extra fee just for purchasing an item from another country? i paid for the item and the shipping why am i getting charged extra?,transfer_fee_charged
what is the most money i can top up?,top_up_limits
help. my card is broken.,card_not_working
is my top up not working?,pending_top_up
i was declined a transfer,declined_transfer
can you give me a virtual card?,getting_virtual_card
i would like to verify my source of funds.,verify_source_of_funds
why is my topup showing as cancelled?,top_up_reverted
i noticed my card was used in a small town that i have never been to. can you stop the card from being used more?,compromised_card
i would like to change my personal details.,edit_personal_details
i was trying to topup and my credit card was declined. can you tell me why?,top_up_failed
"hi, yesterdays i was unable to do online shopping as it was getting declined. today i am facing the same issue. please help me in this respect.",declined_transfer
my card is about to expire. how do i get a new card?,card_about_to_expire
"yesterday, i made an incorrect payment to the wrong account for my rent payment. i need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",cancel_transfer
are there any discounts in exchanging currencies frequently?,exchange_charge
the terminal i paid at wouldn't take my card. is something wrong?,contactless_not_working
i lost the code and can not get into the app. help!,passcode_forgotten
"i tempted to get some money out of the machine earlier and it did not work.looking now, the transaction actually shows to still be in progress. i would certainly appreciate someone look into this and let me know what's going on. i definitely do not want to be charged for money i never received.",pending_cash_withdrawal
there's a direct debit payment that i don't recognize.,direct_debit_payment_not_recognised
i'd like to open an account for my children. how can i do that?,age_limit
do the disposable cards have any restrictions?,disposable_card_limits
"my transfer is pending, why?",pending_transfer
my identity wasn't verified,unable_to_verify_identity
can someone assist me with activating my card?,activate_my_card
can i add money to my account with cash?,top_up_by_cash_or_cheque
do i need to pay extra for exchanging currencies?,exchange_charge
why do i see an extra 1 charge on my statement?,extra_charge_on_statement
why did the bank reject my transfer?,failed_transfer
i made a payment with my card and it hasn't changed. how long do you think this will take?,pending_card_payment
where does the exchange rate stand right now?,exchange_rate
how long does it take for money to transfer? i sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient
why does my statement show an extra fee?,extra_charge_on_statement
i received incorrect amount of cash from an atm today. it was more than i wanted. what do i do now?,wrong_amount_of_cash_received
hi. please can you help me fix a double charge on my card? i'm looking at my transactions and this restaurant i went to earlier in the week has charged me twice! please remove the additional charge for me.,transaction_charged_twice
why is there a 1 charge on my statement?,extra_charge_on_statement
i am still waiting on my card?,card_arrival
how come my card doesn't work anymore?,card_not_working
change my pin?,change_pin
i ordered my card a couple weeks ago and haven't received it yet. when can i expect it?,card_delivery_estimate
there is a card payment that i'm not recognizing.,card_payment_not_recognised
i just saw a fee on my account. when do these get charged?,card_payment_fee_charged
what's up with the fee for getting cash?,cash_withdrawal_charge
can the card be mailed to europe?,country_support
what reasons would a topup fail?,top_up_failed
my topup has been reverted and i would like to know why.,top_up_reverted
"the expiration of my card is near, how do i order a new card?",card_about_to_expire
"i received a refund, however i cannot see it in my account",Refund_not_showing_up
is there a fee for transferring money,transfer_fee_charged
why am i being charged to make cash withdrawals? i thought they were supposed to be free!,cash_withdrawal_charge
why is the payment i made still pending?,pending_card_payment
how limited is a virtual card?,disposable_card_limits
what currencies can i use?,supported_cards_and_currencies
i requested for a topup but it has not reflected,top_up_failed
"in my statement, there was an extra 1 fee",extra_charge_on_statement
"i bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
i don't recognize a charge on my statement.,card_payment_not_recognised
my refund is not showing.,Refund_not_showing_up
when do i see my recent refund in my statement,Refund_not_showing_up
is my card payment reverted?,reverted_card_payment?
why isn't my top up showing? was the money reversed?,top_up_reverted
my account is new why can i not top up,pending_top_up
explain why my card payment wouldn't go through.,declined_card_payment
why was my card charged when topping off my balance but it's not showing up in my wallet balance?,topping_up_by_card
why do i get a fee every time i transfer?,transfer_fee_charged
i tried transferring to an account but it didn't go through. what happened?,beneficiary_not_allowed
why was i not able to get cash from the atm?,declined_cash_withdrawal
can i withdraw from any atm?,atm_support
"it's been two weeks and i haven't gotten my card, what do i do?",card_arrival
i hope to get a visa card,visa_or_mastercard
i made an atm withdraw it didn't give me the amount i asked for but is showing a withdraw for that amount.,wrong_amount_of_cash_received
what is the procedure to transfer money to my account?,transfer_into_account
where exactly does money come from,verify_source_of_funds
"i was charged a transfer fee, why is that?",transfer_fee_charged
what is this cash withdrawal i don't recognize?,cash_withdrawal_not_recognised
what exactly is the exchange fee?,exchange_charge
i made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. how can you help?,cancel_transfer
can my account have different types of currency in it.,fiat_currency_support
i've deposited a check in my account but the cash isn't showing as available.,balance_not_updated_after_cheque_or_cash_deposit
when will my new card be delivered?,card_arrival
the app does not know it is me.,unable_to_verify_identity
i tried to buy something online but my funds were transferred back to my account. what is happening?,reverted_card_payment?
"hi, status of one of my card payment is still pending from a while. please let e know how much time it will take to complete.",pending_card_payment
with what currencies can i add money?,supported_cards_and_currencies
my app shows a money withdrawal that i did not do.,cash_withdrawal_not_recognised
"my card was supposed to arrive, but hasn't?",card_arrival
is there a way for me to check my balance?,verify_source_of_funds
is there any way to get another card on the same account?,getting_spare_card
why am i getting a fee on a card payment?,card_payment_fee_charged
please list the countries you support.,country_support
help. my account has been deducted already and the seller says they haven't received the money yet? when can they expect it?,reverted_card_payment?
what i need to verify my account,why_verify_identity
can i have a card even if i am not living in the uk?,country_support
in what increments can i topup my card?,automatic_top_up
can i have a supplementary card?,getting_spare_card
i tried using my card at multiple vendors and now it's not working.,card_not_working
"your company is awful, i would like to delete my account please",terminate_account
why was i charged for cash withdrawal?,cash_withdrawal_charge
what do i do if i have exceeded all my pin tries?,pin_blocked
how many topups can be approved?,top_up_limits
what steps should i take before my card expires?,card_about_to_expire
"i do not understand why there is a pending 1 charge on my statement, i do not recall making this transaction. can you please tell me what this is about?",extra_charge_on_statement
can you walk me through how i can edit some of my personal information?,edit_personal_details
i don't have my mobile device and am unable to make the payment because i forgot my details.,lost_or_stolen_phone
how can i fund another account with my american express?,supported_cards_and_currencies
any extra charges for exchanging currencies?,exchange_charge
there is a payment showing that i know i didn't make. i didn't use my card that day and i'm sure of it. can you please cancel that transaction and return my money? thankyou,direct_debit_payment_not_recognised
can i order a new card by phone?,card_about_to_expire
please provide details on how to top up my account using transfer option,transfer_into_account
i tried to do a transfer and it's saying it declined.,declined_transfer
i received my salary in the wrong currency. how do i change this?,receiving_money
i just got refunded for my purchase over two weeks ago,reverted_card_payment?
"is something wrong with my account, my balance didn't change after i transferred some money",balance_not_updated_after_bank_transfer
i see a direct debit payment on my statement that wasn't me,direct_debit_payment_not_recognised
my identity is unable to be verified.,unable_to_verify_identity
i payed with the card and there was an extra fee?,card_payment_fee_charged
my refund is not here yet,Refund_not_showing_up
i was overcharged an additional pound.,extra_charge_on_statement
could you assist me in finding my lost card?,lost_or_stolen_card
when should i receive my refund,Refund_not_showing_up
why can't i complete the transfer?,failed_transfer
there's a cash withdrawal that didn't make that is showing up.,cash_withdrawal_not_recognised
why won't my top up work,top_up_failed
why was my atm withdrawal cancelled?,declined_cash_withdrawal
why is it taking so long to update my balance transfer?,balance_not_updated_after_bank_transfer
why haven't i been given a virtual card yet?,getting_virtual_card
"while abroad, i got cash, and the exchange rate applied is wrong.",wrong_exchange_rate_for_cash_withdrawal
"i just got a new card, and i want to know how to activate.",activate_my_card
how do i modify my account details?,edit_personal_details
my transfer hasn't appeared yet,pending_transfer
"hello, i have recharged topup but account is not credited. please help me in this, i guess there is some defect in system.",top_up_reverted
card activation is not working. what do i do?,activate_my_card
can you look into why my most recent topup is showing as pending? i thought it was supposed to be instantaneous.,pending_top_up
"hi, i am facing issue with my card payment while shopping online as payment is getting reverted. i am struggling with this issue around two weeks. please advise.",reverted_card_payment?
when can i expect my refund?,Refund_not_showing_up
i did a cash deposit to my account but it doesn't show up,balance_not_updated_after_cheque_or_cash_deposit
what proof do you need for my identification?,unable_to_verify_identity
what will i need to verify my identity,verify_my_identity
i'm still waiting on a payment,pending_card_payment
i need two cards. is this possible?,getting_spare_card
how long does it take to verify a cash withdraw?,pending_cash_withdrawal
why is top up not working for my apple pay app,apple_pay_or_google_pay
why was i charged for withdrawing cash?,cash_withdrawal_charge
close down my account. i don't like your service.,terminate_account
how do i track the card you sent me?,card_arrival
what is the topup limit on my cards?,top_up_limits
what do i do if the machine rejects my card?,card_not_working
i can't use the app. my phone is lost at the hotel.,lost_or_stolen_phone
"i'm going on a trip soon and i needed to convert my russian ruble to uk pounds, but when i did, your company charged me above the exchange rate. did you mess up my transaction?",card_payment_wrong_exchange_rate
"hi, i was looking over my card receipts for the past week and i realize i had a charge put through two times for the same single restaurant visit. can one of the charges be removed so that i can get the money back that was mistakenly taken from my account?",transaction_charged_twice
"hello. i tried doing a topup and i thought it worked, but now the money is no longer in my account. can you explain?",top_up_reverted
can i only topup digitally? or could i use cash?,top_up_by_cash_or_cheque
which foreign currencies can i get transferred into my account?,receiving_money
where can i find information about where my money came from?,verify_source_of_funds
how old do you need to be to open an account?,age_limit
why did i get charged when getting cash?,cash_withdrawal_charge
i didn't receive my money earlier and it says the transaction is still in progress. can you fix it?,pending_cash_withdrawal
when should i expect to receive my card?,card_delivery_estimate
i'm interested in what your exchange rates are based on.,exchange_rate
what steps are taken to transfer money into my account?,transfer_into_account
what atms take this card?,atm_support
how long do i have to wait for my transaction to be completed?,transfer_not_received_by_recipient
what currences are available for exchange?,exchange_via_app
i did not get any money but still was charged,wrong_amount_of_cash_received
need to exchange currencies,exchange_via_app
how do i verify my id?,verify_my_identity
i need my card as quick as possible,card_delivery_estimate
i have tried using my card for the first time at the atm of notting hill to withdrawal cash but it didn't work. does this mean my card isn't working?,declined_cash_withdrawal
"i tried using my card, but it doesn't work.",card_not_working
is there a way to revert a transaction?,cancel_transfer
is there a few for exchanging foreign currencies?,exchange_charge
why is my physical card not working?,card_not_working
my phone is missing or stolen.,lost_or_stolen_phone
why did you charge me extra when i withdrew cash?,cash_withdrawal_charge
how do i shut down my account and get out of this company?,terminate_account
i disagree with a charge,card_payment_not_recognised
"i see an extra 1 charge on my statement, why is this?",extra_charge_on_statement
i recently made a transfer that i would like to cancel,cancel_transfer
"the card i thought was lost was just in my jacket, so can i reactivate it since i found it this morning?",card_linking
what caused my topup to be returned?,top_up_reverted
is there something wrong with the atm? it would not let me pull cash out of my account.,declined_cash_withdrawal
can i have it delivered on a specific date?,card_delivery_estimate
how do i receive a card?,order_physical_card
trouble with my top up,top_up_failed
why is the payment from my card still pending?,pending_card_payment
my apple pay top up with my american express card is not working? please tell me why,apple_pay_or_google_pay
"the transfer finally worked, but how long does it stay pending?",pending_transfer
i received a decline message on a transfer,declined_transfer
can i dispute a debit payment that i am seeing that i didn't make from a couple of months ago?,direct_debit_payment_not_recognised
what currencies are supported?,fiat_currency_support
can i reactivate a card?,card_linking
how does your app transfer the money,transfer_into_account
"i tried to topup, why didn't it work?",top_up_failed
"hi, my card is getting declined continuously when i am trying to topup. request you to look into this issue or tell me any other alternatives.",top_up_failed
how can i get a virtual card for a onetime transaction?,get_disposable_virtual_card
do you support other currencies?,fiat_currency_support
there is a direct debit set up that was not authorized by me.,direct_debit_payment_not_recognised
what is the cause of the delay in applying my card payment to my account?,pending_card_payment
i was charged an extra fee for a card payment. i was unaware of these fees beforehand.,card_payment_fee_charged
what do i do to top up my card?,topping_up_by_card
what is the length of time for money to reach the account?,transfer_timing
how long does it take for cash withdrawals to hit my account?,pending_cash_withdrawal
why was a payment i made reverted?,reverted_card_payment?
are there age requirements,age_limit
i can not see my top up,topping_up_by_card
why verify the top up? it doesnt make sense,verify_top_up
i still want to use my account but haven't verified is that ok?,why_verify_identity
it looks like my top up didn't work. why?,top_up_failed
the app won't let me transfer money to a beneficiary,beneficiary_not_allowed
there is a debit transaction on my statement that i did not make,direct_debit_payment_not_recognised
my purchase from this morning still is pending.,pending_card_payment
i didn't receive the correct amount of cash,wrong_amount_of_cash_received
how do i turn on my new card?,activate_my_card
"hi, i am on vacation in spain and someone stole my bag with my phone and wallet with cards and everything. can you block it asap and then i want to order a new one also asap.",lost_or_stolen_card
i had to pay money for paying with my card.,card_payment_fee_charged
i can't seem to be able to use my card,card_not_working
is ordering a new card from china available?,card_about_to_expire
something is wrong with my exchange rate charge,card_payment_wrong_exchange_rate
will you charge an extra fee for top ups?,top_up_by_card_charge
is there a possibility to open an account for my sons and daughters?,age_limit
how do i unblock my pin?,pin_blocked
what do i need for the verification check?,verify_my_identity
do you support countries other than mine?,country_support
the exchange rate you are using is bad.this can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
can i exchange currency for different types?,exchange_via_app
why is my card being declined when i try to do a topup? how can this be immediately resolved?,top_up_failed
do you accept cash?,top_up_by_cash_or_cheque
can i unblock my pin using the app?,pin_blocked
is there a fee for paying by card?,card_payment_fee_charged
please can i get a disposable virtual card as well?,get_disposable_virtual_card
i think my top up was reversed.,top_up_reverted
i sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient
why didn't my transfer to a beneficiary happen?,beneficiary_not_allowed
do i need to reapply to order a new card when my old one's about to expire?,card_about_to_expire
it seems that something went wrong with my exchange. i changed russian ruble into uk pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate
account topping up bank transfers to my account assistance please?,transfer_into_account
fees for currency exchange,exchange_charge
i have transactions that i don't recognize i think someone is using my card.,compromised_card
the atm i used for foreign currency provided the wrong exchange rate.,wrong_exchange_rate_for_cash_withdrawal
how is my pin sent?,get_physical_card
i don't understand why i was charged an additional fee for this service. can you clarify?,card_payment_fee_charged
how do i change the pin?,change_pin
can i create my own pin right away,get_physical_card
my card still hasn't been delivered,card_arrival
i need to know what charges i will incur for using a european card for top up.,top_up_by_card_charge
how do i create a disposable virtual card?,get_disposable_virtual_card
tell me why my transfer was declined.,declined_transfer
at what atm can i change my pin?,change_pin
i have cash deposit to my account but it is experiencing a problem,balance_not_updated_after_cheque_or_cash_deposit
estimated time arrival for transfers?,transfer_timing
where do i get a virtual card?,getting_virtual_card
please explain the charge of 1l in error. i have purchased nothing in this amount.,extra_charge_on_statement
"hey i want to get a refund on something i bought, but not sure how to go about it. can you please just cancel the payment, i have not received the item yet.",request_refund
i believe that my card has been stolen!,lost_or_stolen_card
can you tell me about why the account i have was charged an extra 1,extra_charge_on_statement
what is a pending cash withdrawal?,pending_cash_withdrawal
do i need a photo id to activate a my new card?,activate_my_card
i don't want to give you all my identify details.,why_verify_identity
what are your exchange rates calculated from?,exchange_rate
i would like to get an account for my child.,age_limit
what kind of money can i hold?,fiat_currency_support
how does the exchange rate work on this app?,exchange_rate
can you give me the restrictions of the disposable cards?,disposable_card_limits
my virtual card has not came yet!,getting_virtual_card
how many incorrect attempts cause card to be blocked?,pin_blocked
i used this account a lot during the last month to manage my payments for my new place abroad. seems that suddenly fees have increased? shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!,transfer_fee_charged
there is an extra 1 charge on my app. why did it charge me extra?,extra_charge_on_statement
how much are you going to charge me if i top up my us card?,top_up_by_card_charge
please help revert my transaction from this morning.,cancel_transfer
what should i do if i can't use my card?,card_not_working
please explain your exchange rate policy.,exchange_rate
will you charge me more if i use a european bank card for a top up?,top_up_by_card_charge
may i transfer a cheque into my account?,top_up_by_cash_or_cheque
i transferred money from one account to another account and i charged a fee for it. why is that?,transfer_fee_charged
why didnt my account allow a transfer,beneficiary_not_allowed
"my card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",pending_card_payment
"hello. i have a transaction in my account listed as pending. i tried to use an atm at the city centre, but the machine declined my card, and i did not receive the money. why is the transaction still pending if i did not receive the money.",pending_cash_withdrawal
my money transfer has not yet occurred,pending_transfer
still waiting for transfer to be completed.,transfer_not_received_by_recipient
i need to check status as my friend hasn't got money i sent.,transfer_not_received_by_recipient
what can you use the disposable cards for?,get_disposable_virtual_card
when i got cash the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal
where do i find my card pin?,get_physical_card
i think that the exchange rate for the withdrawal of my cash is not right.,wrong_exchange_rate_for_cash_withdrawal
why was i charged for getting cash?,cash_withdrawal_charge
i think that there was an error in calculating the exchange rate. i recently withdrew cash and received much less than expected.,wrong_exchange_rate_for_cash_withdrawal
how long will the 1 charge show as pending?,extra_charge_on_statement
the item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate
i wasn't able to withdraw money at an atm,declined_cash_withdrawal
has my card been lost in delivery?,card_arrival
why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal
what fiat currencies are used with holdings and exchanges?,fiat_currency_support
are topups unlimited?,top_up_limits
i transferred money and it hasn't come yet,transfer_not_received_by_recipient
i would like for someone to tell me which fiat currencies that your company supports.,fiat_currency_support
please delete the duplicate payment that was made to my account. one payment is still pending and i do not want to pay twice.,transaction_charged_twice
how do i get a pin?,get_physical_card
in what places can i use my card?,card_acceptance
how can my friends top up my account?,topping_up_by_card
i got notified that my top up has been reverted. why?,top_up_reverted
can i get a new card?,order_physical_card
please help me unblock my pin which i put the wrong one too many times.,pin_blocked
why can't i use my beneficiary?,beneficiary_not_allowed
my card payment won't work.,declined_card_payment
the card that i have isn't working. this is the physical card.,card_not_working
"after my checque or cash deposit, my balance didn't update.",balance_not_updated_after_cheque_or_cash_deposit
how can i add money automatically?,automatic_top_up
my topup is taking a while to process!,pending_top_up
"i've use my accounts all the time to manage my payments for my place abroad that i just got. i now see that i suddenly have new fees.i'm a frequent customer, so why are you charging me new fees instead of rewarding me?",transfer_fee_charged
when will my payment go through?,pending_card_payment
if i want to can i set up a new pin?,change_pin
i made a purchase recently but i have decided that i'm not buying it and i need to receive my money back. can you please give me a refund asap. it's extremely urgent.,request_refund
why is my identity not verified?,unable_to_verify_identity
am i able to open an account for my children?,age_limit
for what reason did my topup get cancelled?,top_up_reverted
why does it cost more to pay with my card?,card_payment_fee_charged
for what reason must i authenticate the top up?,verify_top_up
verify my source of funds?,verify_source_of_funds
is it possible for me to change my pin number?,change_pin
is it free to exchange currency?,exchange_charge
i haven't received the pin yet.,get_physical_card
i have an unknown direct debit payment on my account,direct_debit_payment_not_recognised
do i need to verify my identity before i can use my card?,why_verify_identity
i had the wrong exchange rate applied to some cash i got abroad.,wrong_exchange_rate_for_cash_withdrawal
how do you decide what the exchange rates are?,exchange_rate
i didn't get the right amount of cash because of the exchange rate.,wrong_exchange_rate_for_cash_withdrawal
i'm supposed to have a refund but it isn't there,Refund_not_showing_up
when can i expect my card?,card_delivery_estimate
how can my account have money transferred into it?,transfer_into_account
"if i need to transfer something quick from china, how long does that take?",transfer_timing
why do the topups need to be verified?,verify_top_up
"i have made a payment by my card, and its still pending since a long time. could you please tell me when it will process.",pending_card_payment
is there any age limit?,age_limit
why did you give me so little currency?,wrong_exchange_rate_for_cash_withdrawal
hey i thought transfers were free. why are you charging me?,transfer_fee_charged
"i am overseas in china, can i get a replacement card?",card_about_to_expire
is it possible to change my pin if i am out of the country?,change_pin
how do i know if my top up worked?,top_up_failed
i see a direct debit transaction in my history that i did not set up.,direct_debit_payment_not_recognised
i can't recall my password.,passcode_forgotten
the day before yesterday i transferred funds to another account within the country. the funds have not yet arrived. i double and triple checked the account number and it was correct. why hasn't the transfer been completed yet?,transfer_not_received_by_recipient
top up not completed,pending_top_up
why didn't i receive the right amount of cash?,wrong_amount_of_cash_received
i think my card is lost. what do i do?,lost_or_stolen_card
what is this direct debit in my statement?,direct_debit_payment_not_recognised
"would you be able to offer me a discount, since i need to exchange currencies frequently?",exchange_charge
how do i set up my apple pay watch to connect to my account,apple_pay_or_google_pay
i attempted to enter my pin to many times.,pin_blocked
where is the topup verification code sent?,verify_top_up
i would like to transfer money from my checking account to my savings account.,transfer_into_account
who do i talk to about the atm swallowing my card?,card_swallowed
"in my app, a direct debit payment i didn't do shows in my app",direct_debit_payment_not_recognised
i need to transfer money into this account from my other bank account.,transfer_into_account
tell me your opinion on the exchange rate.,exchange_rate
why hasn't my card arrived yet?,card_arrival
will i have to wait much longer for my new card to arrive?,card_arrival
an extra pound was charged!,extra_charge_on_statement
the app reverted after i toppedup,top_up_reverted
i'm having difficulties changing aud for gbp. how do i do this?,exchange_via_app
"i'm looking at my statement, and my refund is not on there.",Refund_not_showing_up
when will the money from a transfer be made available on my account?,transfer_timing
cancel my account,terminate_account
"my phone was stolen, what should i do?",lost_or_stolen_phone
"my statement shows a 1 purchase pending. i do not remember making this purchase, please let me know what this is about.",extra_charge_on_statement
what is the time frame that it usually takes for a transfer to come through? i have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient
can i get a disposable card? how many can i have? how often can i use them?,disposable_card_limits
help me verify my identification.,unable_to_verify_identity
"i would like a disposable virtual card, could i get one?",get_disposable_virtual_card
i wanted to know why my transaction didn't go through.,declined_transfer
i bought something online a week ago and i never got it in the mail.can i just get my money back now i don't want to keep waiting on something that isn't going to show up.,request_refund
is it possible to transfer money to my credit card?,topping_up_by_card
why is my transaction taking so long to complete?,transfer_not_received_by_recipient
there's a cash withdrawal on my account that i didn't make,cash_withdrawal_not_recognised
i don't have the device i used to log onto the platform so i can't access it.,lost_or_stolen_phone
why isn't the transfer i made to a friend showing?,transfer_not_received_by_recipient
i took out money from the atm and it's still showing as pending?,pending_cash_withdrawal
"my marital status has change, i got to correct my name to reflect that.",edit_personal_details
can i get a new card even though i am in china?,card_about_to_expire
"after i make a payment, how long will it be before it transitions from pending to complete?",pending_card_payment
i need this item refunded,request_refund
my salary is deposited in gbp. do i need to choose the currency?,receiving_money
how can i setup automatic topup?,automatic_top_up
why is there an extra fee for using the atm??!!!,cash_withdrawal_charge
how do i top up with a cheque?,top_up_by_cash_or_cheque
how long should a cheque deposit take to show? my account hasn't updated and i want to make sure everything is okay.,balance_not_updated_after_cheque_or_cash_deposit
my cash withdrawal was short.,wrong_amount_of_cash_received
where can i find the verification code for a topup?,verify_top_up
what are the reasons for a declined transfer?,declined_transfer
do i have to pay for a second card?,getting_spare_card
can you tell me why my topup was canceled?,top_up_reverted
i really need to topup my card today urgently but my card keeps getting declined!! can you please help me with this problem or let me know if you have any alternatives,top_up_failed
i made a deposit but it is not showing up in my balance.,balance_not_updated_after_cheque_or_cash_deposit
what's the exchange fee?,exchange_charge
why is my identification required?,why_verify_identity
can i choose when my card is delivered?,card_delivery_estimate
how do i reorder a damaged card?,card_not_working
i got less cash because of the exchange rate.,wrong_exchange_rate_for_cash_withdrawal
what different currencies can i get?,exchange_via_app
i'm looking for a machine of yours that will provide me cash from my home country. i went on holiday and don't have any cash on me. will your machine charge me extra to do this?,wrong_exchange_rate_for_cash_withdrawal
is it possible to link a new card?,card_linking
why did i get charged for a transfer?,transfer_fee_charged
where do i find the auto top up?,automatic_top_up
how do i avoid charges in the future,card_payment_fee_charged
what currencies can i receive my salary in with this?,receiving_money
there is a payment with my card which i definitely did not make by me .never seen that it before.,card_payment_not_recognised
can i open an account for my children?,age_limit
i was made to pay a fee for making a transaction with card.,card_payment_fee_charged
why am i unable to withdraw money even though in the past i've done it just fine?,declined_cash_withdrawal
"i am not a premium customer but i want a virtual card, how do i get it",disposable_card_limits
"i have used my account abroad for a while without any fees, why am i being charged additional fees all of a sudden?",transfer_fee_charged
yesterday my phone was stolen from me what do i need to do about it?,lost_or_stolen_phone
is there a auto topup option?,automatic_top_up
"my top up has been pending for an hour already, and i really need this to go through as soon as possible. can you help?",pending_top_up
"my husband and i went out for our weekly dinner and a movie, and it was my turn to pick up the check. now i see that my card was charged twice. who should i contact about negating the second charge and getting my card credited?",transaction_charged_twice
am i able to track the card that was just sent to me?,card_arrival
what is the exchange rate when i get cash,wrong_exchange_rate_for_cash_withdrawal
"my card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment
i only got some of the cash i requested from the atm,wrong_amount_of_cash_received
what are the charges for recieving sepa transfers?,top_up_by_bank_transfer_charge
did a wd earlier at an atm. the amount showing in the app is more than i got though.,wrong_amount_of_cash_received
the app does not believe that i am myself,unable_to_verify_identity
how much are the rates of exchange?,exchange_rate
are there any fees if i want to add money using an international card?,top_up_by_card_charge
what is needed for my daughter to open an account?,age_limit
